Topics,Category,Trust Dimension
MILITARY DEPENDENTS,Societal engagement/Social Responsibility/Charities,['Purpose']
STUDENT EXPENSES,Societal engagement/Social Responsibility/Charities,['Purpose']
PUBLIC LIBRARIES,Societal engagement/Social Responsibility/Charities,['Purpose']
ELECTROSHOCK WEAPONS,Societal engagement/Social Responsibility/Charities,['Purpose']
MEDICAL CHARITIES,Societal engagement/Social Responsibility/Charities,['Purpose']
WASTE MANAGEMENT SECTOR PERFORMANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
CONSTRUCTION CONTRACTING,Societal engagement/Social Responsibility/Charities,['Purpose']
CHILD CUSTODY & SUPPORT,Societal engagement/Social Responsibility/Charities,['Purpose']
TAX PREPARATION SERVICES,Societal engagement/Social Responsibility/Charities,['Purpose']
RELIGIOUS FACILITIES,Societal engagement/Social Responsibility/Charities,['Purpose']
SPECIAL EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
TERRITORY MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
CHILDREN'S HEALTH,Societal engagement/Social Responsibility/Charities,['Purpose']
DEFENSE RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
MINERAL RESOURCES MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
FAITH BASED SCHOOLS,Societal engagement/Social Responsibility/Charities,['Purpose']
PUBLIC LAND MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
ORGAN DONATION,Societal engagement/Social Responsibility/Charities,['Purpose']
EARLY RETIREMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
CHARTER SCHOOLS,Societal engagement/Social Responsibility/Charities,['Purpose']
DISABLED ACCESS,Societal engagement/Social Responsibility/Charities,['Purpose']
TECHNOLOGY TRANSFER,Societal engagement/Social Responsibility/Charities,['Purpose']
NATURAL DISASTER ALERTS,Societal engagement/Social Responsibility/Charities,['Purpose']
GOVERNMENT RESEARCH FUNDING,Societal engagement/Social Responsibility/Charities,['Purpose']
WATER RESOURCES MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
PROCESS CONTROL,Societal engagement/Social Responsibility/Charities,['Purpose']
MILITARY SURVEILLANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
INCOME ASSISTANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
PHARMACEUTICALS ASSOCIATIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
MEAL KIT DELIVERY SERVICES,Societal engagement/Social Responsibility/Charities,['Purpose']
BLOOD BANKS,Societal engagement/Social Responsibility/Charities,['Purpose']
MISSILE DEFENSE SYSTEMS,Societal engagement/Social Responsibility/Charities,['Purpose']
STUDENT DEMOGRAPHICS,Societal engagement/Social Responsibility/Charities,['Purpose']
SEVERANCE PAY,Societal engagement/Social Responsibility/Charities,['Purpose']
STEM CELL RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
EARLY CHILDHOOD EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
GOVERNMENT TOURIST OFFICES,Societal engagement/Social Responsibility/Charities,['Purpose']
MIDDLE MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
TRUCK SAFETY,Societal engagement/Social Responsibility/Charities,['Purpose']
BLOOD DONATIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
DIALYSIS CENTERS,Societal engagement/Social Responsibility/Charities,['Purpose']
SKIING FACILITIES,Societal engagement/Social Responsibility/Charities,['Purpose']
PROFESSIONAL CONTINUING EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
PUBLIC DEFENDERS,Societal engagement/Social Responsibility/Charities,['Purpose']
HEALTH SERVICES RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
TELEMENTAL HEALTH,Societal engagement/Social Responsibility/Charities,['Purpose']
FOSTER CARE,Societal engagement/Social Responsibility/Charities,['Purpose']
BORDER CONTROL,Societal engagement/Social Responsibility/Charities,['Purpose']
AIR DEFENSE SYSTEMS,Societal engagement/Social Responsibility/Charities,['Purpose']
FOOD RECALLS,Societal engagement/Social Responsibility/Charities,['Purpose']
CHEMICALS RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
SPORTS EQUIPMENT MFG,Societal engagement/Social Responsibility/Charities,['Purpose']
ELDER HEALTH,Societal engagement/Social Responsibility/Charities,['Purpose']
BROADCASTING SECTOR PERFORMANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
HOUSEHOLD MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
FOREIGN LANGUAGE EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
PEDESTRIAN SAFETY,Societal engagement/Social Responsibility/Charities,['Purpose']
AL-QAEDA,Societal engagement/Social Responsibility/Charities,['Purpose']
FOREST RESOURCES MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
CRISIS MANAGEMENT CONSULTING,Societal engagement/Social Responsibility/Charities,['Purpose']
PEDESTRIAN WALKWAYS,Societal engagement/Social Responsibility/Charities,['Purpose']
COURT ADMINISTRATION,Societal engagement/Social Responsibility/Charities,['Purpose']
LIBERAL MEDIA,Societal engagement/Social Responsibility/Charities,['Purpose']
CRITICAL INFRASTRUCTURE PROTECTION,Societal engagement/Social Responsibility/Charities,['Purpose']
PET INSURANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL BUDGETS,Societal engagement/Social Responsibility/Charities,['Purpose']
DRUG TESTING,Societal engagement/Social Responsibility/Charities,['Purpose']
RELIGIOUS EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
DANCE EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
CROP RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
FIRST AID,Societal engagement/Social Responsibility/Charities,['Purpose']
AGRICULTURAL BIOTECHNOLOGY,Societal engagement/Social Responsibility/Charities,['Purpose']
NAVAL WEAPONS,Societal engagement/Social Responsibility/Charities,['Purpose']
BRITISH ACADEMY FILM & TELEVISION AWARDS,Societal engagement/Social Responsibility/Charities,['Purpose']
OCCUPATIONAL THERAPY,Societal engagement/Social Responsibility/Charities,['Purpose']
EDUCATION RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
MARINE RESOURCES MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
ELECTRONIC GOVERNMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
CHANGE MANAGEMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
INSURANCE FRAUD,Societal engagement/Social Responsibility/Charities,['Purpose']
MANAGEMENT THEORY,Societal engagement/Social Responsibility/Charities,['Purpose']
DRIVER EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
BIOCHEMICAL RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
YOUTH OUTREACH,Societal engagement/Social Responsibility/Charities,['Purpose']
REAL ESTATE BUBBLE,Societal engagement/Social Responsibility/Charities,['Purpose']
MARINE TRANSPORTATION SECTOR PERFORMANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
TEACHER EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
SERVICE SECTOR OUTPUT,Societal engagement/Social Responsibility/Charities,['Purpose']
GOVERNMENT HEALTH INSURANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
REAL ESTATE SECTOR PERFORMANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
SPECIAL LIBRARIES,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL PERFORMANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
ON THE JOB TRAINING,Societal engagement/Social Responsibility/Charities,['Purpose']
IMMIGRANT DETENTION CENTERS,Societal engagement/Social Responsibility/Charities,['Purpose']
NATIONAL LIBRARIES,Societal engagement/Social Responsibility/Charities,['Purpose']
HOMEOWNERS ASSOCIATIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
FOOD LABELING,Societal engagement/Social Responsibility/Charities,['Purpose']
AGRICULTURAL RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
FOREIGN AID,Societal engagement/Social Responsibility/Charities,['Purpose']
TENNIS FACILITIES,Societal engagement/Social Responsibility/Charities,['Purpose']
MISSILE RESEARCH & DEVELOPMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
AUTOMOTIVE RESEARCH,Societal engagement/Social Responsibility/Charities,['Purpose']
OPTICAL CHARACTER RECOGNITION,Societal engagement/Social Responsibility/Charities,['Purpose']
HEALTH CARE COST TRANSPARENCY,Societal engagement/Social Responsibility/Charities,['Purpose']
CONCEALED WEAPONS,Societal engagement/Social Responsibility/Charities,['Purpose']
CULINARY SCHOOLS,Societal engagement/Social Responsibility/Charities,['Purpose']
VETERANS HEALTH CARE,Societal engagement/Social Responsibility/Charities,['Purpose']
MILITARY BENEFITS,Societal engagement/Social Responsibility/Charities,['Purpose']
DIGITAL WELLNESS,Societal engagement/Social Responsibility/Charities,['Purpose']
RURAL HEALTH,Societal engagement/Social Responsibility/Charities,['Purpose']
PRETRIAL DISCOVERY,Societal engagement/Social Responsibility/Charities,['Purpose']
CELLULAR AGRICULTURE,Societal engagement/Social Responsibility/Charities,['Purpose']
AIR MEDICAL TRANSPORT,Societal engagement/Social Responsibility/Charities,['Purpose']
LEGAL AID,Societal engagement/Social Responsibility/Charities,['Purpose']
CULTURAL APPROPRIATION,Societal engagement/Social Responsibility/Charities,['Purpose']
GUN SAFETY,Societal engagement/Social Responsibility/Charities,['Purpose']
SERVICE & SUPPORT ANIMALS,Societal engagement/Social Responsibility/Charities,['Purpose']
MARINE TRANSPORTATION SAFETY,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL MEAL PROGRAMS,Societal engagement/Social Responsibility/Charities,['Purpose']
POPULAR VOTE,Societal engagement/Social Responsibility/Charities,['Purpose']
MILITARY OCCUPATIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
FLOOD INSURANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
AGRICULTURAL EXPORT & IMPORT CONTROLS,Societal engagement/Social Responsibility/Charities,['Purpose']
HAZARDOUS MATERIALS TRANSPORTATION,Societal engagement/Social Responsibility/Charities,['Purpose']
WEAPONS RESEARCH & DEVELOPMENT,Societal engagement/Social Responsibility/Charities,['Purpose']
BOOK CLUBS,Societal engagement/Social Responsibility/Charities,['Purpose']
FISHERIES ADMINISTRATION,Societal engagement/Social Responsibility/Charities,['Purpose']
COMMUNITY SERVICE SENTENCING,Societal engagement/Social Responsibility/Charities,['Purpose']
LEGAL EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
EDUCATIONAL SAVINGS PLANS,Societal engagement/Social Responsibility/Charities,['Purpose']
BIOTECHNOLOGY INSTRUMENTS,Societal engagement/Social Responsibility/Charities,['Purpose']
EROSION CONTROL,Societal engagement/Social Responsibility/Charities,['Purpose']
POLITICAL PARTY DONATIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
ANIMAL CONTROL,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL DESEGREGATION,Societal engagement/Social Responsibility/Charities,['Purpose']
EQUAL PROTECTION,Societal engagement/Social Responsibility/Charities,['Purpose']
PRESCRIPTION DRUG IMPORTS,Societal engagement/Social Responsibility/Charities,['Purpose']
PROBATE,Societal engagement/Social Responsibility/Charities,['Purpose']
RURAL SCHOOLS,Societal engagement/Social Responsibility/Charities,['Purpose']
HEALTH CARE PROFESSIONALS SHORTAGES,Societal engagement/Social Responsibility/Charities,['Purpose']
NUCLEAR PLANT SAFETY,Societal engagement/Social Responsibility/Charities,['Purpose']
WHISTLEBLOWER PROTECTION,Societal engagement/Social Responsibility/Charities,['Purpose']
VETERANS HOSPITALS,Societal engagement/Social Responsibility/Charities,['Purpose']
SINGLE SEX EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
HEALTH INFORMATION EXCHANGE,Societal engagement/Social Responsibility/Charities,['Purpose']
EDUCATION REFORM,Societal engagement/Social Responsibility/Charities,['Purpose']
MEDICAL DEVICE STERILIZATION,Societal engagement/Social Responsibility/Charities,['Purpose']
MINING ENGINEERING,Societal engagement/Social Responsibility/Charities,['Purpose']
BLOOD SUPPLY,Societal engagement/Social Responsibility/Charities,['Purpose']
VETERANS HOUSING,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL FIELD TRIPS,Societal engagement/Social Responsibility/Charities,['Purpose']
US HOUSE ELECTIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
MEDICAL ETHICS,Societal engagement/Social Responsibility/Charities,['Purpose']
MEAT INSPECTION,Societal engagement/Social Responsibility/Charities,['Purpose']
CHILD RESIDENTIAL HOMES,Societal engagement/Social Responsibility/Charities,['Purpose']
COMIC BOOK & GRAPHIC NOVEL PUBLISHING,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL CHOICE,Societal engagement/Social Responsibility/Charities,['Purpose']
US REPUBLICAN NATIONAL CONVENTIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
SEX EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
GIFTED EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
EDUCATIONAL PUBLISHING,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL SPORTS FACILITIES,Societal engagement/Social Responsibility/Charities,['Purpose']
SPOUSAL SUPPORT,Societal engagement/Social Responsibility/Charities,['Purpose']
PRESIDENTIAL LIBRARIES,Societal engagement/Social Responsibility/Charities,['Purpose']
AGRICULTURAL OUTPUT,Societal engagement/Social Responsibility/Charities,['Purpose']
SPORTS SCHOLARSHIPS,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL GRANTS,Societal engagement/Social Responsibility/Charities,['Purpose']
SOFR,Societal engagement/Social Responsibility/Charities,['Purpose']
ANTIAIRCRAFT WEAPONS,Societal engagement/Social Responsibility/Charities,['Purpose']
MILITARY OFFENSES,Societal engagement/Social Responsibility/Charities,['Purpose']
AGRICULTURAL SUBSIDIES,Societal engagement/Social Responsibility/Charities,['Purpose']
RESIDENTIAL COOPERATIVES,Societal engagement/Social Responsibility/Charities,['Purpose']
NUCLEAR ENGINEERING,Societal engagement/Social Responsibility/Charities,['Purpose']
TRUMP HEALTH CARE REFORM,Societal engagement/Social Responsibility/Charities,['Purpose']
COMMUNITY ACTION SERVICES,Societal engagement/Social Responsibility/Charities,['Purpose']
ALTERNATIVE SCHOOLS,Societal engagement/Social Responsibility/Charities,['Purpose']
ELECTION MONITORING,Societal engagement/Social Responsibility/Charities,['Purpose']
MEDICAL SURGE CAPACITY,Societal engagement/Social Responsibility/Charities,['Purpose']
LEGAL PATERNITY,Societal engagement/Social Responsibility/Charities,['Purpose']
CONTINUING LEGAL EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
DIRECTORS & OFFICERS LIABILITY INSURANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
SUBURBAN SCHOOLS,Societal engagement/Social Responsibility/Charities,['Purpose']
SPACE WEAPONS,Societal engagement/Social Responsibility/Charities,['Purpose']
COUNTERVAILING DUTIES,Societal engagement/Social Responsibility/Charities,['Purpose']
PARENTING SUPPORT,Societal engagement/Social Responsibility/Charities,['Purpose']
PANIC ALARMS,Societal engagement/Social Responsibility/Charities,['Purpose']
BILINGUAL EDUCATION,Societal engagement/Social Responsibility/Charities,['Purpose']
MILITARY RECRUITING,Societal engagement/Social Responsibility/Charities,['Purpose']
SUPPLEMENTAL APPROPRIATIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
LIVING DONATION,Societal engagement/Social Responsibility/Charities,['Purpose']
JUDICIAL ETHICS,Societal engagement/Social Responsibility/Charities,['Purpose']
HAZARD PAY,Societal engagement/Social Responsibility/Charities,['Purpose']
GOVERNMENT CHILDREN'S HEALTH INSURANCE,Societal engagement/Social Responsibility/Charities,['Purpose']
VOCATIONAL REHABILITATION,Societal engagement/Social Responsibility/Charities,['Purpose']
TEXTBOOK PUBLISHING,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL BONDS,Societal engagement/Social Responsibility/Charities,['Purpose']
LASER WEAPONS,Societal engagement/Social Responsibility/Charities,['Purpose']
INSURANCE TECHNOLOGY,Societal engagement/Social Responsibility/Charities,['Purpose']
VETERANS LOANS,Societal engagement/Social Responsibility/Charities,['Purpose']
PENSION REFORM,Societal engagement/Social Responsibility/Charities,['Purpose']
WAR REPARATIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
HEALTH & WELFARE FUNDS,Societal engagement/Social Responsibility/Charities,['Purpose']
PYRAMID SCHEMES,Societal engagement/Social Responsibility/Charities,['Purpose']
VEHICLE INSPECTIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
RESIDENTIAL SUBSTANCE ABUSE FACILITIES,Societal engagement/Social Responsibility/Charities,['Purpose']
RETIREE HEALTH PLANS,Societal engagement/Social Responsibility/Charities,['Purpose']
ELECTION RECOUNTS,Societal engagement/Social Responsibility/Charities,['Purpose']
FORESTRY SERVICES,Societal engagement/Social Responsibility/Charities,['Purpose']
RAIL TRANSPORTATION SAFETY,Societal engagement/Social Responsibility/Charities,['Purpose']
CHILD RESIDENTIAL TREATMENT FACILITIES,Societal engagement/Social Responsibility/Charities,['Purpose']
MISTRIAL,Societal engagement/Social Responsibility/Charities,['Purpose']
LAND GRANTS,Societal engagement/Social Responsibility/Charities,['Purpose']
TROUBLED ASSET RELIEF PROGRAM,Societal engagement/Social Responsibility/Charities,['Purpose']
UN UNIVERSAL DECLARATION OF HUMAN RIGHTS,Societal engagement/Social Responsibility/Charities,['Purpose']
ADULT DAY CARE,Societal engagement/Social Responsibility/Charities,['Purpose']
DRUG INTERDICTION,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL FUNDRAISING,Societal engagement/Social Responsibility/Charities,['Purpose']
SCHOOL BUS SAFETY,Societal engagement/Social Responsibility/Charities,['Purpose']
SCOTLAND INDEPENDENCE REFERENDUM,Societal engagement/Social Responsibility/Charities,['Purpose']
RANKED CHOICE VOTING,Societal engagement/Social Responsibility/Charities,['Purpose']
AGRICULTURAL POLLUTION,Societal engagement/Social Responsibility/Charities,['Purpose']
MMR VACCINE,Societal engagement/Social Responsibility/Charities,['Purpose']
EDUCATIONAL ACCOUNTABILITY,Societal engagement/Social Responsibility/Charities,['Purpose']
MISSING PERSON ALERTS,Societal engagement/Social Responsibility/Charities,['Purpose']
FACEBOOK INITIAL PUBLIC OFFERING,Societal engagement/Social Responsibility/Charities,['Purpose']
PAID CIRCULATION,Societal engagement/Social Responsibility/Charities,['Purpose']
JAIL DIVERSION,Societal engagement/Social Responsibility/Charities,['Purpose']
NATIONAL LIBERATION ARMY,Societal engagement/Social Responsibility/Charities,['Purpose']
AGRICULTURAL ACCIDENTS,Societal engagement/Social Responsibility/Charities,['Purpose']
STRUCTURED SETTLEMENTS,Societal engagement/Social Responsibility/Charities,['Purpose']
PUBLIC PRIVATE INVESTMENT PROGRAM,Societal engagement/Social Responsibility/Charities,['Purpose']
AGRICULTURAL EQUIPMENT WHOLESALERS,Societal engagement/Social Responsibility/Charities,['Purpose']
VOLUNTARY MANSLAUGHTER,Societal engagement/Social Responsibility/Charities,['Purpose']
WEAPONS INSPECTIONS,Societal engagement/Social Responsibility/Charities,['Purpose']
PANDEMICS,Environment/Sustainability,['Purpose']
TRENDS,Environment/Sustainability,['Purpose']
EPIDEMICS,Environment/Sustainability,['Purpose']
"SAFETY, ACCIDENTS & DISASTERS",Environment/Sustainability,['Purpose']
MANUFACTURING FACILITIES,Environment/Sustainability,['Purpose']
SUSTAINABILITY,Environment/Sustainability,['Purpose']
ENVIRONMENT & NATURAL RESOURCES,Environment/Sustainability,['Purpose']
PREVENTION & WELLNESS,Environment/Sustainability,['Purpose']
ARMED FORCES,Environment/Sustainability,['Purpose']
RIOTS,Environment/Sustainability,['Purpose']
POLLUTION & ENVIRONMENTAL IMPACTS,Environment/Sustainability,['Purpose']
PROTESTS & DEMONSTRATIONS,Environment/Sustainability,['Purpose']
CLIMATE CHANGE,Environment/Sustainability,['Purpose']
GREENHOUSE GASES,Environment/Sustainability,['Purpose']
SUSTAINABLE DEVELOPMENT,Environment/Sustainability,['Purpose']
GLOBALIZATION,Environment/Sustainability,['Purpose']
ENVIRONMENTALISM,Environment/Sustainability,['Purpose']
RESPIRATORY DISEASE,Environment/Sustainability,['Purpose']
WATER RESOURCES,Environment/Sustainability,['Purpose']
TERRORISM,Environment/Sustainability,['Purpose']
CORPORATE SUSTAINABILITY,Environment/Sustainability,['Purpose']
SUSTAINABLE PRODUCTS,Environment/Sustainability,['Purpose']
ENERGY & ENVIRONMENT,Environment/Sustainability,['Purpose']
NATURAL RESOURCES,Environment/Sustainability,['Purpose']
ENVIRONMENTAL FOOTPRINT,Environment/Sustainability,['Purpose']
NATURAL DISASTERS,Environment/Sustainability,['Purpose']
DAMAGES,Environment/Sustainability,['Purpose']
ENVIRONMENTAL TECHNOLOGY,Environment/Sustainability,['Purpose']
SUBSTANCE ABUSE,Environment/Sustainability,['Purpose']
MORBIDITY RATES,Environment/Sustainability,['Purpose']
WIND POWER PLANTS,Environment/Sustainability,['Purpose']
CORPORATE ENVIRONMENTAL RESPONSIBILITY,Environment/Sustainability,['Purpose']
POPULATION SIZE,Environment/Sustainability,['Purpose']
SEVERE WEATHER,Environment/Sustainability,['Purpose']
SUSTAINABLE INVESTING,Environment/Sustainability,['Purpose']
POPULATION GROWTH,Environment/Sustainability,['Purpose']
ENERGY DEMAND,Environment/Sustainability,['Purpose']
PLANT CAPACITY,Environment/Sustainability,['Purpose']
ELECTRONIC BILLING,Environment/Sustainability,['Purpose']
COMMUTING,Environment/Sustainability,['Purpose']
GLOBAL WARMING,Environment/Sustainability,['Purpose']
AGING,Environment/Sustainability,['Purpose']
ECOLOGY & ENVIRONMENTAL SCIENCE,Environment/Sustainability,['Purpose']
CROWDSOURCING,Environment/Sustainability,['Purpose']
ENVIRONMENTAL TECHNOLOGY INDUSTRY,Environment/Sustainability,['Purpose']
AIR QUALITY,Environment/Sustainability,['Purpose']
VEHICLE EMISSIONS,Environment/Sustainability,['Purpose']
DEFORESTATION,Environment/Sustainability,['Purpose']
ENERGY SHORTAGES,Environment/Sustainability,['Purpose']
LANDFILLS,Environment/Sustainability,['Purpose']
MIXED USE DEVELOPMENTS,Environment/Sustainability,['Purpose']
DISASTER & EMERGENCY AGENCIES,Environment/Sustainability,['Purpose']
RIVERS,Environment/Sustainability,['Purpose']
PESTICIDES,Environment/Sustainability,['Purpose']
ENVIRONMENTAL INDUSTRY,Environment/Sustainability,['Purpose']
AIR POLLUTION,Environment/Sustainability,['Purpose']
FORESTRY & ENVIRONMENT,Environment/Sustainability,['Purpose']
URBANIZATION,Environment/Sustainability,['Purpose']
ENVIRONMENTAL RESEARCH,Environment/Sustainability,['Purpose']
DISASTER RELIEF,Environment/Sustainability,['Purpose']
WILDLIFE CONSERVATION,Environment/Sustainability,['Purpose']
STATES OF EMERGENCY,Environment/Sustainability,['Purpose']
MINING & ENVIRONMENT,Environment/Sustainability,['Purpose']
ELECTRICITY GENERATING CAPACITY,Environment/Sustainability,['Purpose']
LAKES,Environment/Sustainability,['Purpose']
SUSTAINABLE AGRICULTURE,Environment/Sustainability,['Purpose']
DISASTER PLANNING,Environment/Sustainability,['Purpose']
CARBON OFFSETS,Environment/Sustainability,['Purpose']
WOUND CARE,Environment/Sustainability,['Purpose']
AUTOMOTIVE INDUSTRY & ENVIRONMENT,Environment/Sustainability,['Purpose']
AEROSPACE & ENVIRONMENT,Environment/Sustainability,['Purpose']
INDOOR AIR QUALITY,Environment/Sustainability,['Purpose']
ENVIRONMENTAL RELATED SERVICES,Environment/Sustainability,['Purpose']
VAPING,Environment/Sustainability,['Purpose']
EMERGENCY MEDICAL SERVICES,Environment/Sustainability,['Purpose']
GREEN BUILDING,Environment/Sustainability,['Purpose']
SALTWATER ECOSYSTEMS,Environment/Sustainability,['Purpose']
HUNGER IN SOCIETY,Environment/Sustainability,['Purpose']
FRESHWATER ECOSYSTEMS,Environment/Sustainability,['Purpose']
AGING TRENDS,Environment/Sustainability,['Purpose']
PLASTIC WASTE,Environment/Sustainability,['Purpose']
ESSENTIAL OILS,Environment/Sustainability,['Purpose']
WATER POLLUTION,Environment/Sustainability,['Purpose']
HYDROELECTRIC POWER GENERATION,Environment/Sustainability,['Purpose']
ENVIRONMENTAL TREATIES & AGREEMENTS,Environment/Sustainability,['Purpose']
MIGRATION ISSUES,Environment/Sustainability,['Purpose']
PROPERTY VACANCIES,Environment/Sustainability,['Purpose']
PARTICULATE MATTER,Environment/Sustainability,['Purpose']
POPULATION DENSITY,Environment/Sustainability,['Purpose']
LIVING STANDARDS,Environment/Sustainability,['Purpose']
ELECTRONIC HUMAN RESOURCES,Environment/Sustainability,['Purpose']
SUSTAINABLE FORESTRY,Environment/Sustainability,['Purpose']
MINING OUTPUT,Environment/Sustainability,['Purpose']
ENDANGERED SPECIES,Environment/Sustainability,['Purpose']
URBAN DEVELOPMENT,Environment/Sustainability,['Purpose']
RURAL DEVELOPMENT,Environment/Sustainability,['Purpose']
SUSTAINABLE MANUFACTURING,Environment/Sustainability,['Purpose']
DROUGHT,Environment/Sustainability,['Purpose']
ENVIRONMENTAL ENGINEERING & CONSULTING,Environment/Sustainability,['Purpose']
SUSTAINABLE FASHION,Environment/Sustainability,['Purpose']
INDUSTRY & ENVIRONMENT,Environment/Sustainability,['Purpose']
HAZARDOUS WASTE,Environment/Sustainability,['Purpose']
WETLANDS,Environment/Sustainability,['Purpose']
OIL SPILLS,Environment/Sustainability,['Purpose']
ENVIRONMENTAL CLEANUP,Environment/Sustainability,['Purpose']
CARBON MONOXIDE,Environment/Sustainability,['Purpose']
ENVIRONMENTAL PERMITS,Environment/Sustainability,['Purpose']
FOREST FIRES,Environment/Sustainability,['Purpose']
LIVING CONDITIONS,Environment/Sustainability,['Purpose']
ENVIRONMENTAL TESTING,Environment/Sustainability,['Purpose']
ENVIRONMENTAL ASSESSMENT,Environment/Sustainability,['Purpose']
EARTHQUAKES,Environment/Sustainability,['Purpose']
TSUNAMIS,Environment/Sustainability,['Purpose']
LAND RECLAMATION,Environment/Sustainability,['Purpose']
WATER CONSUMPTION,Environment/Sustainability,['Purpose']
CEASEFIRES,Environment/Sustainability,['Purpose']
ENVIRONMENTAL ENFORCEMENT,Environment/Sustainability,['Purpose']
ENVIRONMENTAL ACCIDENTS & DISASTERS,Environment/Sustainability,['Purpose']
FOOD CONTAMINATION,Environment/Sustainability,['Purpose']
FOOD SHORTAGES,Environment/Sustainability,['Purpose']
AIR QUALITY MONITORING,Environment/Sustainability,['Purpose']
CATASTROPHIC LOSSES,Environment/Sustainability,['Purpose']
AIR POLLUTANTS,Environment/Sustainability,['Purpose']
INDUSTRIAL POLLUTION,Environment/Sustainability,['Purpose']
TROPICAL STORMS,Environment/Sustainability,['Purpose']
ENVIRONMENTAL ILLNESS,Environment/Sustainability,['Purpose']
POPULATION DECLINE,Environment/Sustainability,['Purpose']
AVALANCHES,Environment/Sustainability,['Purpose']
NOISE POLLUTION,Environment/Sustainability,['Purpose']
SUSTAINABLE FISHERIES,Environment/Sustainability,['Purpose']
HEAT WAVES,Environment/Sustainability,['Purpose']
MARCH 2011 JAPAN NUCLEAR DISASTER,Environment/Sustainability,['Purpose']
ELECTRONIC WASTE,Environment/Sustainability,['Purpose']
WASTE TO ENERGY,Environment/Sustainability,['Purpose']
VEHICLE EMISSIONS STANDARDS,Environment/Sustainability,['Purpose']
EMERGENCY SHELTERS,Environment/Sustainability,['Purpose']
POLLINATION,Environment/Sustainability,['Purpose']
DEFLATION,Environment/Sustainability,['Purpose']
EROSION,Environment/Sustainability,['Purpose']
